commit	status	description	cv_auc	test_auc_2005s2_full	test_auc_2005s2_4_5	test_auc_2006_full
9a2ce2c	discard	add HourDow interaction (-0.0105)	0.7974	N/A	N/A	N/A
745d40d	keep	add DepMinute = DepTime % 100 numeric (+0.0046, memory tip)	0.8125	0.8231	0.8134	0.7384
def3de7	discard	mcw 3 -> 2.5 (-0.0003 noise, over budget)	0.8122	N/A	N/A	N/A
f3c4c43	keep	cyclic period 24h -> 6h (memory tip; +0.0005)	0.8130	0.8236	0.8138	0.7373
55a6e6d	discard	add Dep20Min cat (over budget 70s; AUC +0.0071 - retry compensated)	0.8201	N/A	N/A	N/A
52b84d1	keep	add Dep20Min + n_est 500->400 (paired for budget)	0.8189	0.8307	0.8208	0.7453
d2e860e	discard	remove CarrierHour (-0.0080, not subsumed)	0.8109	N/A	N/A	N/A
b701490	discard	n_est 400 -> 500 (over budget; AUC +0.0012)	0.8201	N/A	N/A	N/A
ccea538	keep	n_est 400 -> 450	0.8195	0.8315	0.8213	0.7450
edc3afa	discard	mcw 3 -> 2 (over budget 73s; AUC +0.0010)	0.8205	N/A	N/A	N/A
9a9b723	discard	mcw=2 + n_est=400 (over budget 67s; AUC +0.0003 noise)	0.8198	N/A	N/A	N/A
ce8e78f	discard	colsample_bytree 0.4 -> 0.5 (-0.0008)	0.8187	N/A	N/A	N/A
e27e687	discard	subsample=0.95 (-0.0008)	0.8187	N/A	N/A	N/A
4fddbb6	discard	add DayOfWeekNum numeric (-0.0055, dilution)	0.8140	N/A	N/A	N/A
f2f11a8	discard	max_depth 14 -> 15 (= AUC, slower)	0.8195	N/A	N/A	N/A
8c95be7	discard	lr=0.073 + n_est=322 (memory final, transfers poorly)	0.8184	N/A	N/A	N/A
8416f86	discard	max_cat_threshold=128 (over budget 80s; AUC +0.0018)	0.8213	N/A	N/A	N/A
73971fd	keep	max_cat_threshold=128 + n_est 450->350 (paired)	0.8196	0.8319	0.8211	0.7460
1a37ebc	discard	n_est 350 -> 420 (over budget 69s; AUC +0.0015)	0.8211	N/A	N/A	N/A
f6f746a	keep	n_est 350 -> 400	0.8207	0.8331	0.8222	0.7459
a8c3425	discard	max_cat_threshold 128 -> 192 (-0.0001 noise)	0.8206	N/A	N/A	N/A
9f58d12	discard	max_cat_threshold 128 -> 64 default (-0.0018, confirms 128 needed)	0.8189	N/A	N/A	N/A
4dfb34c	discard	remove CarrierHour with mct=128 (-0.0087)	0.8120	N/A	N/A	N/A
56a0fc4	discard	learning_rate 0.04 -> 0.05 (= AUC)	0.8207	N/A	N/A	N/A
8083f0f	discard	mcw 3 -> 2.5 (over budget 69s; +0.0002 noise)	0.8209	N/A	N/A	N/A
5599edf	discard	max_bin 512 -> 256 (-0.0002 noise)	0.8205	N/A	N/A	N/A
1608765	discard	Dep20Min -> DepHalfHour 48 cats (-0.0014)	0.8193	N/A	N/A	N/A
d3684d0	discard	max_cat_threshold 128 -> 256 (over budget; +0.0002 noise)	0.8209	N/A	N/A	N/A
f085030	discard	cyclic period 6h -> 12h (-0.0009)	0.8198	N/A	N/A	N/A
6037ac7	discard	colsample_bytree 0.4 -> 0.35 (-0.0004)	0.8203	N/A	N/A	N/A
79dfccb	discard	mcw 3 -> 4 (-0.0017)	0.8190	N/A	N/A	N/A
f3efd19	discard	gamma=0.01 (+0.0001 noise)	0.8208	N/A	N/A	N/A
637973b	discard	cyclic period 6h -> 4h (-0.0001)	0.8206	N/A	N/A	N/A
7b5e29c	discard	remove DepTimeSin/Cos (-0.0023, essential)	0.8184	N/A	N/A	N/A
3afa715	discard	mcw=2 + n_est=350 (= AUC, over budget)	0.8207	N/A	N/A	N/A
e5bc618	discard	learning_rate 0.04 -> 0.035 (-0.0007)	0.8200	N/A	N/A	N/A
877c1c4	discard	add IsWeekend binary (-0.0065 dilution)	0.8142	N/A	N/A	N/A
275516b	discard	drop DayofMonth (-0.0055, important signal)	0.8152	N/A	N/A	N/A
968f780	discard	Dep20Min -> Dep15Min 96 cats (-0.0010)	0.8197	N/A	N/A	N/A
56c97a9	discard	max_bin=256 + n_est=440 (over budget; +0.0004 noise)	0.8211	N/A	N/A	N/A
0244100	discard	mcw=1.6 + n_est=300 (-0.0008)	0.8199	N/A	N/A	N/A
d327553	discard	remove MonthSin/Cos (-0.0044)	0.8163	N/A	N/A	N/A
712e79b	discard	random_state 0 -> 1 (-0.0029, seed lottery confirmed)	0.8178	N/A	N/A	N/A
8571902	crash	tree_method=approx (killed at >2min, way over budget)	0.0000	N/A	N/A	N/A
107a5b4	discard	add DepHour numeric (-0.0069)	0.8138	N/A	N/A	N/A
23b80d0	discard	subsample=0.99 (-0.0001 noise)	0.8206	N/A	N/A	N/A
62d7550	discard	colsample_bynode=0.6 (-0.0082)	0.8125	N/A	N/A	N/A
55cf7c0	discard	mcw 3 -> 2.5 (over budget 70s; +0.0002 noise)	0.8209	N/A	N/A	N/A
b2b7472	crash	lossguide max_leaves=1024 (killed at >2min)	0.0000	N/A	N/A	N/A
104f49d	discard	CarrierHour -> CarrierDep20 1440 cats (-0.0005, over budget)	0.8202	N/A	N/A	N/A
f8ad092	discard	colsample_bylevel=0.8 (-0.0042)	0.8165	N/A	N/A	N/A
2ed2677	discard	depth=13 + mcw=2 + n_est=600 (over budget 85s; AUC +0.0018)	0.8225	N/A	N/A	N/A
486c8dc	discard	depth=13 + mcw=2 + n_est=420 (over budget 67s; +0.0004 noise)	0.8211	N/A	N/A	N/A
0ed2ef0	discard	depth=13 + mcw=2 + n_est=450 (over budget 70s; +0.0006)	0.8213	N/A	N/A	N/A
39caaa4	discard	depth=12 + mcw=2 + n_est=550 (over budget 67s; +0.0007)	0.8214	N/A	N/A	N/A
2918ee8	discard	depth=12 + mcw=2 + n_est=480 (-0.0002, within budget)	0.8205	N/A	N/A	N/A
5c4ac65	discard	depth=20 + mcw=10 (-0.0055)	0.8152	N/A	N/A	N/A
4f6c1a8	discard	lr 0.04 -> 0.045 (-0.0006)	0.8201	N/A	N/A	N/A
de6e3f0	discard	gamma=0.05 (-0.0004)	0.8203	N/A	N/A	N/A
42451a0	discard	mcw=2.5 + n_est=370 (over budget 68s; -0.0001 noise)	0.8206	N/A	N/A	N/A
9128261	discard	n_jobs=4 (= AUC, no speedup)	0.8207	N/A	N/A	N/A
03a8b5a	keep	parallel CV folds n_jobs=2 + xgb n_jobs=4 (= AUC, wall 65s->60s)	0.8207	0.8331	0.8222	0.7459
f8e0a05	keep	n_est 400 -> 440 (use freed budget)	0.8213	0.8338	0.8227	0.7458
09b1d82	discard	n_est 440 -> 480 (over budget 68s; +0.0002 noise)	0.8215	N/A	N/A	N/A
cd4aa2b	discard	mcw 3 -> 2 at n_est=440 (over budget 73s; AUC +0.0010)	0.8223	N/A	N/A	N/A
07f5389	discard	mcw=2 + n_est=380 (= AUC, slightly slower)	0.8213	N/A	N/A	N/A
03e7fb6	discard	parallel CV n_jobs=4 xgb n_jobs=2 (= AUC, slower wall 79s)	0.8213	N/A	N/A	N/A
784e757	discard	n_est 440 -> 460 (= AUC, more compute)	0.8213	N/A	N/A	N/A
036e5e1	discard	mcw=2.5 (over budget 68s; +0.0002 noise)	0.8215	N/A	N/A	N/A
