commit	CV_AUC	status	description
6d540b6	0.7817	discard	mcw 50->80 at depth=8 (no help)
90196f5	0.7809	discard	max_bin 256->128 (no help)
e8f3de8	0.7827	keep	colsample_bytree=0.95
6adca54	0.7827	discard	colsample_bytree 0.95->0.9 (equal)
47e981f	0.7827	discard	add colsample_bynode=0.8 (equal)
816b806	0.7826	discard	lr 0.03->0.025 (with colsample=0.95) noise
38757dc	0.7799	discard	drop Distance (real signal)
4161584	0.7933	keep	add Minute (DepTime % 100) numeric — BIG WIN
8ff7759	0.7930	discard	drop DepTime (essentially equal -0.0003, marginal simplification)
8e1ccf9	0.7857	discard	Minute as categorical (60 cats) — numeric better
33af7dd	0.7950	discard	mcw 50->20 — AUC up but total runtime ~74s, over 60s budget
d978153	0.7946	discard	mcw 20->10 (no help)
89a5477	0.7952	discard	n_est 1800->2000 (total ~81s, over 60s budget)
d796cb3	0.7944	keep	mcw=20 + n_est=1500 (budget-fit)
01ebbc4	0.7941	discard	lr 0.03->0.025 (no help)
76f9bc3	0.0000	discard	depth 8->7, n_est 1500->2000 (TIMEOUT >65s)
d478c2c	0.7947	keep	mcw 20->15 (+0.0003)
60c85b0	0.0000	discard	mcw 15->12 (TIMEOUT >65s)
87f82ab	0.7943	discard	lr 0.03->0.035 (no help)
80886f1	0.0000	discard	drop colsample_bytree (TIMEOUT — was helping with budget)
a6f0578	0.7943	discard	max_bin 256->128 (no help)
5081358	0.7929	discard	drop DepTime (DepTime adds cross-hour info H+M can't express)
ac988fa	0.0000	discard	grow_policy=lossguide max_leaves=200 (TIMEOUT)
abf735e	0.0000	discard	add MinuteMod5 (TIMEOUT — need to cut n_est)
32643f3	0.7965	keep	n_est 1500->1300 + MinuteMod5 (off-schedule signal, BIG WIN)
02e2151	0.7967	keep	n_est 1300->1400 (+0.0002 marginal)
26e571e	0.7943	discard	add MinuteMod30 (redundant with Mod5)
180bad2	0.0000	discard	n_est 1400->1500 (TIMEOUT)
7bea221	0.7958	discard	mcw 15->10 (no help)
d7985dc	0.7967	discard	gamma=0.1 (no change, std tightens slightly)
eca6fe9	0.0000	discard	add MinuteMod10 (TIMEOUT)
3f0e7bc	0.7970	keep	add LogDistance (+0.0003)
bec20d4	0.7965	discard	drop Distance keep LogDistance (both add value)
8d88a74	0.0000	discard	subsample=0.95 (TIMEOUT)
6a0f348	0.0000	discard	add HourNum numeric (TIMEOUT)
78169cb	0.7955	discard	n_est 1400->1200 + MinuteMod10 (Mod10 doesn't add)
91d5610	0.7961	discard	reg_lambda=3 (no help)
3950b79	0.0000	discard	replace DepTime with DepTimeMin (TIMEOUT — cleaner splits cost time)
113a5ee	0.7957	discard	DepTime->DepTimeMin + n_est 1400->1200 (no help)
946a38f	0.0000	discard	depth 8->7 n_est 1900 (TIMEOUT)
cbf863c	0.7915	discard	max_cat_threshold=4 (too aggressive, AUC drop)
0120c07	0.7949	discard	depth=9 n_est=700 (AUC drop, but 40s runtime)
01d5970	0.7974	keep	depth=9 n_est=1000 (+0.0004)
c2e0220	0.7978	keep	n_est 1000->1100 at depth=9
0657697	0.7978	discard	mcw 15->20 at depth=9 (equal)
28be049	0.0000	discard	n_est 1200 at depth=9 (TIMEOUT)
8be8e62	0.7971	discard	lr 0.03->0.025 at depth=9 (no help)
b634b18	0.0000	discard	mcw 10 at depth=9 (TIMEOUT)
0346637	0.7954	discard	depth=10 n_est=600 (too few trees)
0b98165	0.7980	keep	depth=10 n_est=900
6b09446	0.7983	keep	n_est 900->950 at depth=10
73a02c6	0.7981	discard	mcw 15->25 at depth=10 (no help)
29b0459	0.0000	discard	lr=0.025 at depth=10 (TIMEOUT, variance)
1e95945	0.7954	discard	depth=11 n_est=500 (depth too deep)
12a3b26	0.0000	discard	mcw 15->12 at depth=10 (TIMEOUT)
67aedbd	0.7964	discard	n_est 950->850 + add MinuteMod10 (n_est cut > Mod10 gain)
6f31090	0.7982	discard	mcw 15->18 at depth=10 (no help)
5b6b97f	0.7985	keep	lr 0.03->0.04 at depth=10
6bde9c9	0.7985	discard	lr 0.04->0.045 (equal)
a303ae7	0.7982	discard	n_est 950->850 at lr=0.04 (no help)
1816034	0.0000	discard	n_est 970 at lr=0.04 (TIMEOUT)
cefc514	0.0000	discard	subsample=0.97 (TIMEOUT)
9117a70	0.7845	discard	drop UniqueCarrier (real strong signal -0.014)
5b9fb77	0.0000	discard	booster=dart rate_drop=0.05 n_est=600 (TIMEOUT)
c4f14b1	0.0000	discard	max_bin 256->512 (TIMEOUT)
1250a1a	0.7973	discard	HourSin/HourCos + n_est 950->800 (cyclic + cut net negative)
2d5e8b4	0.7865	discard	drop Month (real strong seasonal signal -0.012)
9f12ce7	0.7891	discard	gamma=0.5 (too aggressive -0.0094)
16c1b42	0.7968	discard	gamma=0.2 (no help)
