commit	CV_AUC	status	description
b652adf	0.8227	discard	re-add gamma=0.01 (no longer helps)
67bde87	0.8247	discard	mcw 10 -> 8 (+0.0016 but 64s over budget)
1da9fc9	0.8243	discard	mcw=8 + n_est 600->550 (+0.0012 but 60.5s over)
70549bc	0.8242	keep	mcw 10->8 + n_est 600->525 (+0.0011, in budget 57s)
05006a6	0.8242	discard	n_est 525 -> 540 (no improvement)
64d8263	0.8254	discard	mcw 8 -> 6 (+0.0012 but 64s over)
9b534b6	0.8248	keep	mcw 8->6 + n_est 525->470 (+0.0006, 59s)
99e7b57	0.8265	discard	mcw 6->4 + n_est 470->420 (+0.0017 but 63s over)
e6e8636	0.8260	keep	mcw 6->4 + n_est 470->380 (+0.0012, 58s)
988f114	0.8263	discard	mcw 4->3 + n_est 380->350 (+0.0003 but 62s over)
c2b0419	0.8263	discard	n_est 380 -> 400 (+0.0003 but 61s over)
be61bfe	0.8259	discard	subsample 1.0 -> 0.97
689c8ad	0.8246	discard	FE: Dep20Min -> Dep15Min recheck
4ed50d7	0.8246	discard	FE: Dep20Min -> DepHalfHour recheck
f8cf0ee	0.8234	discard	add colsample_bynode=0.7
595148a	0.8237	discard	reg_alpha=1 (L1)
60609d3	0.8245	discard	depth 16->18 + n_est 380->320
a0b90dc	0.8198	discard	drop DepMinute (-0.0062, essential)
6b4023f	0.8259	discard	lr 0.04 -> 0.045
affe428	0.8258	discard	depth 16->14, n_est 380->480
4bedc6c	0.8268	discard	max_cat_threshold 64 -> 128 (+0.0008 but 62s over)
fe3f7ce	0.8263	keep	max_cat_threshold=128 + n_est 380->350 (+0.0003, 58s, std tighter)
fff985d	0.8265	discard	max_cat_threshold 128 -> 192 (+0.0002 but 60.5s over)
31139c1	0.8265	keep	n_est 350 -> 365 (+0.0002, 60s tight)
36b7333	0.8267	discard	max_cat_threshold 128 -> 160 (+0.0002 but 61s over)
603ae8b	0.8255	discard	add Dep20MinNum alongside cat (redundant)
8f6e987	0.8250	discard	add IsRedeye binary
ff456bc	0.8257	discard	re-add CarrierOrigin + n_est=300 (over budget, no improvement)
fcf0044	0.0000	crash	tree_method=approx (timeout)
be855a6	0.8281	discard	mcw 4->2, n_est 365->320 (+0.0016 but 71s over)
8e07fdc	0.8268	discard	mcw 4->2, n_est 365->260 (+0.0003 but 61s over)
575c627	0.8264	discard	mcw 4->2, n_est 365->240 (mcw=4 sweet)
6f1c1b6	0.8267	discard	mcw 4->3, n_est 365->310 (+0.0002 at 60s borderline)
c797870	0.8267	keep	lr 0.04 -> 0.045 (+0.0002, 59s)
6ada8c4	0.8269	keep	lr 0.045 -> 0.05 (+0.0002, 57s)
c5b4203	0.8269	discard	lr 0.05 -> 0.06 (equal)
2eccc9d	0.8276	discard	n_est 365 -> 400 (+0.0007 but 63s over)
be89926	0.8272	discard	n_est 365 -> 380 (+0.0003 but 65s over)
ba0df9b	0.8260	discard	drop max_cat_threshold=128 (-0.0009, helps)
30899b7	0.8268	discard	subsample 1.0 -> 0.95
6c26b07	0.8273	discard	depth 16->14, n_est 365->500 (+0.0004 but 69s over)
bfc8da9	0.8268	discard	depth 16->14, n_est 365->430
0a86226	0.8269	discard	colsample 0.6 -> 0.65
cc2366b	0.8273	discard	lr 0.05 -> 0.055 (+0.0004 but 62s over)
f7ed658	0.8271	keep	lr 0.05->0.055 + n_est 365->340 (+0.0002, 58s)
3d22f3e	0.8271	discard	n_est 340 -> 355 (no change)
b824a92	0.8263	discard	lr 0.06, n_est 310
2fb5afd	0.8057	discard	add Month/DayofMonth/DayOfWeek as cat alongside num (huge regression)
f387643	0.8276	discard	colsample 0.6 -> 0.7 (+0.0005 but 61s over)
1ea408a	0.8273	keep	colsample 0.6->0.7 + n_est 340->320 (+0.0002, 60s)
bed86d6	0.8277	keep	depth 16->14 + n_est 320->410 (+0.0004, 60s)
8b48672	0.8281	discard	n_est 410 -> 450 (+0.0004 but 66s over)
ab687f0	0.8272	discard	lr 0.055 -> 0.05 (lr=0.055 sweet at depth=14)
c7867db	0.8256	discard	depth 14->12, n_est 410->470
001600d	0.8277	discard	mcw 4->2 + n_est 410->350 (equal but 66s over)
210c41f	0.8278	discard	n_est 410 -> 425 (+0.0001 but 61s over)
85b7fcd	0.8279	keep	lr 0.055 -> 0.06 (+0.0002, 60s)
a98f076	0.8273	discard	lr 0.06 -> 0.07
1642e7a	0.8286	discard	mcw 4 -> 3 (+0.0007 but 64s over)
20026f3	0.8281	keep	mcw 4->3 + n_est 410->370 (+0.0002, 60s)
d829435	0.8276	discard	mcw 3->2 + n_est 370->320
d789a54	0.8283	discard	n_est 370 -> 380 (+0.0002 but 61s over)
062a17c	0.8287	discard	subsample 1.0->0.95 (+0.0006 but 62s over)
26ed7cd	0.8284	keep	subsample=0.95 + n_est 370->350 (+0.0003, 58s)
2e82525	0.8286	discard	n_est 350 -> 365 (+0.0002 but 60.3s over)
1874d8d	0.8277	discard	subsample 0.95 -> 0.92
ff49ba1	0.8284	discard	depth 14 -> 15 (equal but 63s over)
220b18b	0.8280	discard	subsample 0.95 -> 0.97
21045e4	0.8271	discard	colsample 0.7 -> 0.65
bedd7c3	0.8284	discard	colsample 0.7 -> 0.75 (equal)
874722a	0.8284	discard	n_est 350 -> 355 (equal)
6ad57b9	0.8271	discard	drop max_cat_threshold=128 (helping)
395d764	0.8282	discard	max_cat_threshold 128 -> 256
8979fdc	0.8281	discard	gamma=0.01
29bd4e9	0.8277	discard	mcw 3 -> 3.5
4566bd9	0.8242	discard	fresh combo: depth=12 + n_est=600 + mcw=8 (regression)
e291bd4	0.8282	discard	lr 0.06 -> 0.065
310c38e	0.0000	crash	FE: add Route (timeout)
b129524	0.8275	discard	n_est 350->320 + max_cat_threshold 128->192
fa4e3f2	0.8260	discard	fresh: n_est=380, mcw=4, colsample=0.65
2b43c6f	0.8260	discard	max_bin 256->512, n_est 350->240
a60bfdb	0.8283	discard	mcw 3->2 + n_est 350->300
f0bc47a	0.8260	discard	depth 14->20, n_est 350->240
093d795	0.8278	discard	lr 0.06->0.065 + n_est 350->320
ffc54c7	0.8275	discard	depth 14->16 + n_est 350->290
e71514e	0.8269	discard	lr 0.08, n_est 280
56dafb0	0.8259	discard	depth 12, n_est 420, lr 0.05, mcw 4
325e338	0.8264	discard	max_bin 256->384, n_est 350->280
16de2a5	0.8280	discard	n_est 350->370, mcw 3->3.5
ded5a7b	0.8273	discard	n_est 350->320, lr 0.06->0.07
4d13e70	0.8278	discard	add colsample_bynode=0.9
9c11615	0.8275	discard	drop max_cat_threshold + colsample 0.7->0.8
cc1b1c2	0.8269	discard	add IsHoliday binary (-0.0015, MonthNum suffices)
32b336f	0.8277	discard	depth 14 -> 13
d4b788e	0.8276	discard	subsample 0.95 -> 0.93
f1029e0	0.8278	discard	subsample 0.97 + lr 0.055
c134c36	0.8268	discard	add colsample_bynode=0.85
a64d501	0.8279	discard	max_cat_threshold 128 -> 96
6ea1436	0.8283	discard	n_est 350 -> 345
2c6d39b	0.8281	discard	model random_state 42 -> 0
c89fe20	0.8284	discard	n_est 350 -> 355 (equal)
ecba325	0.8283	discard	add colsample_bylevel=0.9
3e058a6	0.8279	discard	add gamma=0.005
0aafcb4	0.8275	discard	drop max_cat_threshold + n_est 350->380
29d48b8	0.8279	discard	mcw 3 -> 3.2
6f295e5	0.8262	discard	fresh: mcw 2, colsample 0.5, lr 0.04, n_est 400
d857c63	0.8232	discard	depth 14->20 n_est 350->200 lr 0.06->0.04
95bdc97	0.8284	discard	lr 0.06 -> 0.058 (equal)
b56f471	0.8281	discard	lr 0.062 + n_est 345
24bff6f	0.8284	discard	n_est 350 -> 348 (equal)
3059f90	0.8278	discard	add colsample_bynode=0.95
7acf64a	0.8280	discard	mcw 3->2, n_est 350->280
639b573	0.8284	discard	max_cat_to_onehot=20 (equal)
6c2cd81	0.8283	discard	subsample 0.95 -> 0.96
7a5d905	0.8281	discard	subsample 0.95 -> 0.94
599bb33	0.8255	discard	depth 18, n_est 250, mcw 4
e09980e	0.8275	discard	max_cat_threshold 128 -> 144
f418719	0.8282	discard	max_cat_threshold 128 -> 112
467d630	0.8264	discard	mcw 3 -> 5
fff6285	0.8290	keep	mcw 3 -> 2.5 (+0.0006, 56s) — broke through plateau!
e863c66	0.8293	keep	n_est 350 -> 365 (+0.0003, 58s)
19e1ce6	0.8294	discard	n_est 365 -> 380 (+0.0001 but 61s over)
a738cfc	0.8294	discard	mcw 2.5 -> 2 (+0.0001 but 61s over)
6124d7f	0.8290	discard	mcw 2.5 -> 2.7
8055a25	0.8293	discard	n_est 365 -> 370 (equal)
6f8fca1	0.8291	discard	mcw 2.5 -> 2.3
c715af1	0.8286	discard	lr 0.06 -> 0.058
69971a3	0.8287	discard	lr 0.062 + n_est 350
366e1cc	0.8286	discard	subsample 0.97 (mcw=2.5)
65f5bb4	0.8281	discard	colsample 0.7 -> 0.65
e97dc03	0.8293	discard	colsample 0.7 -> 0.75 (equal)
211ebfa	0.8285	discard	subsample 0.95 -> 0.93
2f8c109	0.8285	discard	max_cat_threshold 128 -> 160
1393245	0.8292	discard	n_est 365 -> 360
0ff3a41	0.8293	discard	n_est 365 -> 367 (equal)
8959dcc	0.8288	discard	lr 0.061 + n_est 362
486e358	0.8287	discard	mcw 2.5 -> 2.6
3c25b60	0.8289	discard	mcw 2.5 -> 2.4
56eb07e	0.8278	discard	drop max_cat_threshold (still helps)
7bad7c8	0.8285	discard	reg_lambda=2
5b9cd2a	0.8284	discard	reg_lambda 1 -> 0.5
455380f	0.8293	discard	max_cat_to_onehot=8 (equal)
b4851df	0.8289	discard	depth 14 -> 15
5bf8d80	0.8285	discard	lr 0.06 -> 0.059
4dadf4b	0.8288	discard	lr 0.06 -> 0.061
b39f0d5	0.8240	discard	max_cat_to_onehot=25 (forces one-hot UniqueCarrier, big regression)
7084bbb	0.8277	discard	colsample 0.7->0.65 + max_cat_threshold 128->160
9f51af6	0.8287	discard	subsample 0.97 + n_est 370
fb01dad	0.8148	discard	add DayofMonth cat alongside num (huge regression)
65ce87d	0.8294	keep	n_est 365 -> 380 (+0.0001, 60s)
fab312a	0.8296	discard	n_est 380 -> 395 (+0.0002 but 62s over)
2229f93	0.8295	discard	n_est 380 -> 385 (+0.0001 but 61s over)
df17b33	0.8290	discard	lr 0.06->0.058, n_est 380->395
eadeb3d	0.8290	discard	mcw 2.5->2.6, n_est 380->395
aeb28d5	0.8286	discard	max_cat_threshold 128 -> 110
1ca64d3	0.8290	discard	max_cat_threshold 128 -> 140
0b816d0	0.8290	discard	subsample 0.94 + lr 0.061 + n_est 375
52a8695	0.8290	discard	colsample 0.7 -> 0.8
90faed7	0.8305	discard	lr 0.05, mcw 2, n_est 420 (+0.0011 BIG but 73s over)
ae1697d	0.8295	discard	lr 0.05, mcw 2, n_est 340 (+0.0001 but 61s over)
fc7cdd3	0.8290	discard	lr 0.05 mcw 2 n_est 320
4522430	0.8295	discard	lr 0.055, mcw 2, n_est 380
83a42a1	0.8290	discard	lr 0.055, mcw 2, n_est 350
8093199	0.8298	discard	lr 0.05, mcw 2, n_est 360 (+0.0004 but 64s over)
750cc35	0.8296	discard	lr 0.05, mcw 2, n_est 345 (+0.0002 but 62s over)
71c5b92	0.8294	discard	lr 0.05, mcw 2, n_est 335 (equal)
98021b3	0.8284	discard	depth 13, lr 0.05, mcw 2, n_est 380
0b3fc27	0.8281	discard	colsample 0.8, subsample 0.97, n_est 360
f7ea186	0.8297	discard	n_est 400, colsample 0.75 (+0.0003 but 62s over)
ece910e	0.8294	discard	colsample 0.7 -> 0.75 (equal)
2c10896	0.8295	discard	n_est 380 -> 383 (+0.0001 at 60s borderline)
af88710	0.8292	discard	mcw 2.5 -> 2.4
9c040fe	0.8293	discard	n_est 380 -> 372
0311895	0.8294	discard	n_est 380 -> 378 (equal)
692e39c	0.8290	discard	lr 0.058, n_est 395
964d05c	0.8304	discard	model random_state 42 -> 43 (+0.0010 but seed-shopping; doesn't generalize)
f483b1b	0.8297	discard	random_state 43 -> 44 (seed variance ~0.0007, confirms not real)
fd77488	0.8262	discard	lr 0.05, mcw 2, n_est 420, colsample 0.5 (colsample too aggressive)
4e0aa32	0.8289	discard	lr 0.05, mcw 2, n_est 420, colsample 0.6
865dc4f	0.8284	discard	max_delta_step=1
f261bdb	0.8294	discard	tree_method=hist explicit (already default)
d15fd4b	0.8290	discard	objective=binary:logitraw
1907ab6	0.0000	crash	booster=dart (timeout, too slow)
47adba8	0.8294	discard	n_est 380 -> 378 (equal)
fea794f	0.8286	discard	drop max_cat_threshold + n_est 420
88c038e	0.8284	discard	colsample 0.7 -> 0.65
85e8913	0.8282	discard	drop subsample
0cce2a6	0.8275	discard	add colsample_bynode=0.85
7448c32	0.8285	discard	reg_alpha=0.5
054b940	0.8255	discard	monotone_constraints Distance: 1 (Distance not monotonic w/ delay)
bcf61ff	0.8289	discard	scale_pos_weight=1.05
75c821c	0.8290	discard	gamma=0.003
d49de37	0.8289	discard	base_score=0.6
75d8ace	0.8291	discard	lr 0.06 -> 0.062
9194690	0.8294	discard	colsample 0.7 -> 0.72 (equal)
bb4c650	0.0000	crash	lossguide + max_leaves=512 (timeout)
0969fde	0.8296	discard	n_est 380 -> 388 (+0.0002 but 62s over)
1f2684e	0.8293	discard	mcw 2.5 -> 2.55
a2c6d80	0.8292	discard	mcw 2.5 -> 2.45
51c9498	0.8294	discard	reg_lambda=0.7 (equal)
ecdaa2d	0.8286	discard	reg_lambda=1.5
1490d6b	0.8290	discard	n_est 378, lr 0.061
8d66409	0.8290	discard	n_est 370, lr 0.062
8f0c2c8	0.8255	discard	add colsample_bynode=0.7
95ec92e	0.0000	crash	sampling_method=gradient_based (GPU only)
95c1b57	0.8288	discard	base_score=0.4
c41ec53	0.8291	discard	reg_lambda=0.9
01fbe28	0.8289	discard	max_bin 256 -> 320
b0ec4d9	0.8304	discard	FE: SinHour, CosHour (+0.0010 BIG but 63s over budget)
da064d0	0.8301	discard	FE: SinHour, CosHour + n_est 380->360 (+0.0007 but 61s over)
ecaf7f4	0.8295	keep	FE: SinHour, CosHour + n_est 380->340 (+0.0001, 58s)
ac82911	0.8298	discard	n_est 340 -> 350 (+0.0003 at 60s borderline)
a623795	0.8297	keep	lr 0.06 -> 0.062 (with SinHour, +0.0002)
b67b808	0.8298	keep	lr 0.062 -> 0.065 (+0.0001, std tighter)
d8da787	0.8299	keep	lr 0.065 -> 0.07 (+0.0001)
81921c2	0.8302	keep	n_est 340 -> 360 (+0.0003, with lr=0.07)
4509d4d	0.8305	discard	n_est 360 -> 380 (+0.0003 but 60.5s over)
1ca77f7	0.8303	discard	n_est 360 -> 370 (+0.0001 but 60.4s over)
5ef4a74	0.8299	discard	lr 0.07 -> 0.075
e2e6678	0.8304	discard	mcw 2.5 -> 2 (+0.0002 but 63s over)
092b8e9	0.8299	discard	mcw 2, n_est 340 (with SinHour, lr=0.07)
b481008	0.8294	discard	mcw 2.5 -> 3
d512a17	0.8282	discard	add SinDow, CosDow (DoW not cyclic)
cb02771	0.8286	discard	add SinMonth, CosMonth
087971a	0.8301	discard	n_est 360 -> 355
3e3f9f3	0.8302	discard	n_est 360 -> 365 (equal)
d715b35	0.8305	keep	Sin/Cos period 24 -> 12 (+0.0003)
c6ac7d6	0.8304	discard	Sin/Cos period 12 -> 8
28ea8ea	0.8305	discard	Sin/Cos period 12 -> 16 (equal)
36c1251	0.8305	discard	n_est 360 -> 365 (equal)
acd6f01	0.8305	discard	Sin/Cos period 12 -> 14 (equal)
2b33f3b	0.8311	discard	mcw 2.5 -> 2 (+0.0006 but 62s over)
4514d8f	0.8307	keep	mcw 2 + n_est 340 (+0.0002, with SinHour 12)
2f25cbf	0.8309	discard	n_est 340 -> 350 (+0.0002 but 60.4s over)
235cebf	0.8307	discard	lr 0.07 -> 0.075 (equal)
a9ddde6	0.8311	keep	subsample 0.95 -> 0.97 (+0.0004, 60s)
f60e1d3	0.8301	discard	drop subsample (back to 1.0)
ff7398e	0.8314	keep	subsample 0.97 -> 0.96 (+0.0003, 59s)
5f3fe1b	0.8310	discard	subsample 0.96 -> 0.93
02949b1	0.8312	discard	colsample 0.7 -> 0.75
e10c00a	0.8294	discard	colsample 0.7 -> 0.65
4cf129e	0.8315	discard	depth 14 -> 15 (+0.0001 but 66s over)
4be930e	0.8308	discard	gamma=0.005
eb0403c	0.8315	discard	n_est 340 -> 350 (+0.0001 but 62s over)
639ece6	0.8314	discard	n_est 340 -> 345 (equal)
d85ab23	0.8314	discard	mcw 2 -> 1.5 (equal AND 65s over)
ac36186	0.8311	discard	lr 0.07 -> 0.065
43616c7	0.8319	keep	Sin/Cos period 12 -> 6 (+0.0005, 59s)
fa4778c	0.8317	discard	Sin/Cos period 6 -> 4
473b00c	0.8306	discard	Sin/Cos period 6 -> 5
94f5de3	0.8320	discard	n_est 340 -> 345 (+0.0001 at 60.0s borderline)
7b65dae	0.8313	discard	lr 0.07 -> 0.075 (with period 6)
bde08da	0.8308	discard	mcw 2 -> 2.5 (with period 6)
aa4aef4	0.8314	discard	subsample 0.96 -> 0.97
c6b6486	0.8319	discard	colsample 0.7 -> 0.68 (equal)
6050fa1	0.8312	discard	add SinMin, CosMin
8d92cd8	0.8315	discard	add SinHour24, CosHour24 alongside period-6
7538f4c	0.8316	discard	lr 0.07 -> 0.073
a6f7d67	0.8317	discard	Sin/Cos period 7
f8cd2ee	0.8317	discard	n_est 340 -> 335
8177450	0.8306	discard	depth 14->15, n_est 340->300
1888f4e	0.8311	discard	add colsample_bynode=0.95
07285cb	0.8288	discard	drop SinHour, CosHour (-0.0031, essential)
c53ec65	0.8313	discard	add DepHourNum
df5e5d9	0.8318	discard	n_est 340 -> 337
65c201d	0.8317	discard	mcw 2 -> 1.8
9565cfb	0.8310	discard	reg_lambda=0.8
b682fd4	0.8311	discard	subsample 0.96 -> 0.965
a506d18	0.8319	discard	colsample 0.7 -> 0.71 (equal)
0c6836c	0.8310	discard	mcw 2 -> 2.2
1f2af6e	0.8314	discard	n_est 341, lr 0.069
d5ec03e	0.8319	discard	n_est 340 -> 343 (equal)
4c4c608	0.8311	discard	add colsample_bynode=0.97
afcb0ed	0.8319	discard	max_cat_threshold 128 -> 144 (equal)
7499621	0.8310	discard	subsample 0.96 -> 0.95
